"","sale","CUSTOMER_CANCEL_REASON_OTHER","BASE_PRICE","BCC5520_AVG","REV7430_AVG","ILN6200A_PCT","OPTIONS_PRICE","BCC5421_AVG","ALL6200A_PCT","ALL6280A_PCT","ILN7430_AVG"
"381985196",0,0,326,11271,79.81,64,0,10019.23,39,57,71.27
"380823444",0,0,356,7750.29,86.8,70,304,7180.95,53,68,87.87
"380887793",0,0,356,8443.32,87.6,78,132,8905.05,61,71,92.35
"384149695",0,0,356,2442.75,69.29,23,144,2050,17,17,64.46
"437929940",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"409502139",0,0,0,5715.25,67.36,50,594,8243.75,36,36,82.6
"400659677",0,0,356,3279.85,64.82,64,120,3300,13,25,72.93
"400695851",0,0,356,9425.55,93.76,93,168,8875.81,80,86,95
"440167164",0,0,514,4839,71,47,0,3706.67,0,25,69.27
"384131789",0,0,356,4895.75,59.17,80,132,7250,18,25,86.6
"384205226",0,0,356,3332.25,81.13,71,144,2940,31,42,57.14
"388983986",0,0,669,11398.33,96.64,96,0,10441.67,78,77,73.91
"413534409",0,0,639,8887.23,92.8,60,0,9261.54,50,67,84.8
"380905333",0,0,639,7500,53.8,67,0,10000,20,25,77.67
"384303818",0,0,494,4557.91,93.69,86,0,5381.82,57,75,95.29
"440174317",0,0,356,4717.47,72.63,48,168,4738.89,23,24,66.89
"444571230",0,0,658,7072.67,81.89,50,0,5820,41,50,77
"400671318",0,0,356,1889.8,61.67,31,156,2155,10,40,72.19
"438048055",0,0,669,4853.17,75,45,0,4709.17,42,42,72.45
"407342134",0,0,564,6989.71,84.05,72,0,6248.39,44,56,80.31
"388940343",0,0,356,5724.2,93.36,78,180,8300,36,46,90.33
"381888147",0,0,356,3188.5,68.74,57,180,3404.3,13,30,69.2
"384275655",0,0,669,0,66.67,33,0,0,18,0,66.67
"395949074",0,0,639,7938.69,90.4,90,0,10034.62,73,79,98.9
"388988890",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"380811441",0,0,432,8988.5,81.85,62,0,9154.16,43,57,80.46
"444423614",0,0,0,10101.09,98.12,100,568,7784,78,96,100
"382014145",1,0,0,1385.71,60.27,35,600,1289.29,15,24,63.9
"418253075",0,0,356,8228.31,92,75,144,6531.43,78,82,87.5
"407553411",0,0,669,2175,72.6,67,0,2350,22,14,83.33
"413735202",0,0,514,NA,NA,NA,0,NA,NA,NA,NA
"440238211",1,0,688,1537.75,84.7,67,0,1744.8,10,44,80.11
"407466439",0,0,356,10049.18,74.38,78,144,11000,37,44,95
"438662465",0,0,554,15603.36,91.9,75,289,15484.44,62,81,87.14
"400601660",0,0,356,5485.07,79.09,47,156,4501.41,33,39,64.41
"440290255",1,0,514,3267.22,90.69,38,0,2800.56,38,36,72.88
"444301850",0,0,799,NA,NA,NA,30,NA,NA,NA,NA
"396108567",0,0,356,6276.41,92.57,83,144,4779.63,45,68,87.87
"391975915",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"380928454",0,0,639,2427.8,94,44,0,2500,22,33,55.67
"388952195",0,0,356,7496.44,90.32,80,156,7318.75,65,80,88.9
"438048064",0,0,494,NA,NA,NA,115,NA,NA,NA,NA
"418445573",0,0,594,6511.86,81.11,56,0,5992.86,42,45,82.11
"384076930",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"437999565",0,0,649,5459.86,68.22,50,0,5581.86,26,36,76.11
"384035844",0,0,514,3064.33,50,40,0,2533.33,38,38,46.6
"437979950",0,0,356,4259.27,85.15,59,180,3650,45,61,78.06
"444552303",0,0,0,NA,NA,NA,489,NA,NA,NA,NA
"438690944",1,0,436,7701.08,85.8,100,0,5635,65,69,80
"418464520",0,0,669,7956.33,80.63,31,0,7125,21,29,66.92
"444506456",0,0,356,6290.43,94.07,63,168,7010.22,36,43,85
"413754611",1,0,564,7285.5,74.28,59,0,9610.33,42,70,77.29
"392087261",0,0,356,12498.15,95.09,90,144,11039.66,62,77,90.48
"413684946",0,0,356,3390.78,78.5,73,144,2871,43,46,85.45
"418427749",1,0,275,NA,NA,NA,0,NA,NA,NA,NA
"440243966",0,0,639,2770.2,72.4,18,0,4680,18,19,37.55
"391919013",0,0,356,11439.07,94.16,100,120,10906.67,79,79,100
"438632042",1,1,586,NA,NA,NA,0,NA,NA,NA,NA
"388997631",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"396066475",0,0,619,5182.1,71.74,62,0,4721.25,30,36,77.91
"418377847",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"388962487",0,0,356,7741.16,92,97,156,6591.92,69,79,91.38
"438654658",0,0,639,6628.39,90.4,76,0,7323.61,50,68,85.14
"392166673",0,0,514,4854.6,67.91,50,30,5455,19,21,82.55
"418434909",0,0,228,9353,64.54,54,0,5093.75,15,23,73.92
"384304449",0,0,639,2480.56,77.89,43,0,2133.33,14,24,61.29
"444574811",0,0,688,7813.9,80.47,67,0,5780.48,31,37,78.17
"384236206",0,0,356,7161.9,84.07,75,180,7025,44,54,84.92
"380716917",1,0,356,3602,63.23,67,144,3725.36,28,43,73.96
"444552712",0,0,669,1632.67,62,56,0,1433.33,31,22,44.44
"444512802",0,0,519,11239,64,46,0,11566.67,28,20,74.46
"440080317",0,0,356,1577.08,66.38,50,168,1764.17,21,26,56.5
"392176923",0,0,0,NA,NA,NA,564,NA,NA,NA,NA
"413597125",1,0,499,5379,76,78,0,4860,27,50,92.89
"418213407",0,0,356,6032.21,91.95,81,132,6936.07,58,75,76
"388853236",0,0,356,5485.07,79.09,47,156,4501.41,33,39,64.41
"400728546",0,0,405,13252.18,97.75,86,0,9154.55,75,92,84.14
"400619464",0,0,356,NA,NA,NA,304,NA,NA,NA,NA
"407461296",0,0,619,3566,77.57,50,0,3107.14,19,24,76.45
"380920592",0,0,326,3019.79,68.78,59,0,5185.31,27,37,58.57
"380926596",1,0,569,NA,NA,NA,190,NA,NA,NA,NA
"388971962",0,0,356,8402,89.22,83,132,6100,58,55,83.33
"444575340",0,1,688,5839.7,77.17,55,0,5950,32,43,86.6
"388982303",1,0,499,12106.65,94.92,71,0,10600,48,77,82.71
"440083593",0,0,514,4204.29,64.94,67,0,5314.29,36,33,62.33
"409510058",0,0,639,5675.67,86,37,0,4941.67,30,40,65.63
"418181655",1,1,736,4078.73,57.08,50,0,4138,11,18,67.81
"413632142",0,0,669,12200.29,89.34,82,0,11624.08,66,73,80.27
"444305013",0,0,356,4845.33,94.56,76,168,3643.4,67,82,87.65
"384182348",1,0,799,4975,76.55,38,0,6993,45,55,54
"380929874",0,0,564,9995.32,95.8,88,0,7268.42,67,74,92
"407427380",1,0,0,2686.6,82.8,30,544,1791.67,9,50,59.1
"418440611",0,0,356,11850,77.78,100,144,9200,73,67,80
"382111216",0,0,799,0,65.2,67,0,0,17,25,82
"396153536",0,0,356,5388.88,78.19,63,168,3552.94,32,44,81.95
"382110594",0,0,669,8590.44,72.21,40,0,7733.33,33,53,76
"396179515",0,0,639,2674.19,66.74,34,0,2812.86,7,23,56
"438053754",0,0,688,9190.46,89.76,79,285,9680.77,53,71,95
"388943475",0,0,799,12405.25,94.22,80,0,10985.59,64,77,90.67
"407304335",0,0,356,10686,86.7,90,180,8757.89,52,70,83.65
"391970049",0,0,356,4204.71,81.56,86,156,4157.14,25,40,96.43
"444506866",0,0,0,5966.5,83.41,76,585,5513.64,43,57,81.76
"418466871",1,0,619,4075,72,33,0,3887.67,60,60,55.67
"380933302",0,0,669,6109.75,73.56,64,0,5087.5,26,39,61.43
"444366155",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"396125232",0,0,356,3134,86.82,60,156,4466.67,35,47,73.93
"384118667",0,0,439,8107.8,85.85,60,0,7090,50,62,71.2
"407551946",0,0,564,NA,NA,NA,0,NA,NA,NA,NA
"396115973",0,0,356,14787.8,85.76,82,304,11680,47,56,78.55
"380925165",0,0,494,4500.91,79.31,60,0,3922.73,24,47,75.07
"400743125",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"413753772",1,0,564,NA,NA,NA,0,NA,NA,NA,NA
"380792792",0,0,336,12752,98.16,100,0,17008.67,80,94,90
"380730006",0,0,356,8146.27,90.12,59,156,5900,32,53,85.29
"392119863",0,0,356,4387.42,64.53,60,168,4558.33,13,40,92.1
"413664112",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"418347215",1,0,639,5105.67,69.33,50,0,4808.33,32,32,80.13
"392119705",0,0,356,4667.5,56.6,63,180,3850,25,36,83.88
"418454293",0,0,505,20903.93,95.29,87,515,20065.52,69,71,97.53
"444528027",0,0,499,12106.65,94.92,71,0,10600,48,77,82.71
"392157181",0,0,0,7970.75,80,75,594,6860,38,71,81.25
"438563871",0,0,569,6725.44,86.65,70,0,6457.68,40,51,90.27
"380932215",0,0,356,3667.25,82.45,63,156,2325,42,50,85.63
"400627843",0,0,356,7135.22,90.68,77,144,6473.11,55,64,81.54
"407445697",1,0,514,3185.63,84.6,90,0,2875,27,45,89.2
"440209203",0,0,514,12232.31,94.41,79,0,11901.6,63,67,80.93
"438689460",0,0,356,5744.5,81.18,41,156,5783.33,23,21,64.53
"440286377",0,0,356,5022.33,90.33,50,144,5933.33,44,50,62.5
"380681173",1,0,0,5547,81.3,89,564,5671.43,18,27,77.78
"400639574",0,0,669,5691.82,72.61,52,0,5146.18,29,33,82.29
"384173125",1,0,356,3759.86,81.04,38,168,3707.14,32,29,64.06
"391983231",0,0,669,5899.13,67.73,47,0,5281.75,27,25,67.03
"440274739",0,0,385,8169.67,94.63,60,0,9466.67,61,71,81.7
"381919878",1,0,639,9831.29,96.86,71,0,10242.86,33,56,92.86
"438589654",0,0,569,3933.89,76.14,56,0,4033.33,17,22,62.94
"388736288",0,0,639,NA,NA,NA,160,NA,NA,NA,NA
"409411554",0,0,539,9177.03,91.26,72,0,10578.13,60,80,86.03
"438025008",0,0,0,3772,66.86,27,576,3966.67,6,0,55.73
"418407983",0,0,356,8789.67,67.67,11,180,7525,20,20,72.44
"400741726",0,0,669,8522.2,60.86,63,0,10266,42,45,89.63
"388794017",0,0,356,2620.93,61.69,43,144,2464,22,24,70.3
"384245778",0,0,356,2726.6,68.65,59,156,2420,7,11,69.59
"382084263",0,0,0,5100,92.71,73,594,5258.33,39,41,89.47
"409520864",0,0,0,NA,NA,NA,612,NA,NA,NA,NA
"380863042",0,0,356,4923.88,65.63,44,144,4803.85,15,21,71.89
"418235292",0,0,669,8243.42,93,88,0,7758.33,67,87,81.25
"388863287",0,0,639,12946.04,98.93,94,0,8550,89,96,88.24
"388748339",0,0,0,NA,NA,NA,349,NA,NA,NA,NA
"400550353",0,0,356,5500,65.33,29,144,8500,11,33,59
"400582626",0,0,356,5997.94,84.65,77,120,5605.26,33,65,89.5
"407539547",0,0,594,12754.41,92.67,91,0,13748.18,64,79,90.59
"400692834",0,0,356,6735.45,87.94,53,168,5481.86,42,45,66.7
"440177114",0,0,356,16204.79,98.9,100,168,16480.11,86,85,85.71
"407486002",0,0,356,7666.7,96.88,55,168,7210.1,59,60,86.09
"440095621",0,0,0,9104.86,64.75,25,594,9157.14,42,36,46.5
"396088945",0,0,356,8627,90.44,100,0,7500,36,33,83.33
"418418991",0,0,356,9245.13,94,86,0,7338,70,80,97.57
"444312491",0,0,356,6083.33,67,40,168,6083.33,8,31,44
"396158440",0,0,639,11342.53,88.68,69,0,8314.93,53,68,90.15
"440117858",0,0,0,8044.17,84.08,82,494,5550,16,19,91.82
"418463497",0,0,569,5414.29,69.63,56,245,5571.43,11,33,74.78
"440250492",0,0,594,5330.78,56.89,56,0,8040,22,33,84.44
"380878336",0,0,356,14739.88,96.64,94,132,13154,71,89,91.18
"400703776",0,0,576,7907.4,75.69,57,0,6175,43,54,58.86
"440159232",0,0,494,NA,NA,NA,0,NA,NA,NA,NA
"409519629",0,0,639,11979.63,94,100,0,9456.25,70,75,100
"380908988",0,0,564,5678.5,86.23,57,0,5846.67,27,48,83.57
"438051929",1,0,499,NA,NA,NA,0,NA,NA,NA,NA
"384049037",0,0,0,7492.64,85.25,58,606,7270,48,62,71.05
"413679543",0,0,356,4645.83,71.47,47,132,5650,17,27,62.93
"438659358",0,0,669,4564.09,61.48,80,0,4036.36,16,27,68.13
"392082626",0,0,356,4390.94,84.78,81,120,4188.24,46,58,90.57
"438043591",0,0,499,NA,NA,NA,0,NA,NA,NA,NA
"418464728",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"395972159",0,0,356,7732.57,99.27,100,168,6473.57,79,73,75
"384131354",1,0,336,16164.09,90.36,100,304,16121.64,57,100,100
"437801442",0,0,356,2588.83,47.92,50,144,2558.33,11,14,64.42
"418403801",0,0,356,9649.88,88.32,73,168,7753,61,58,93.8
"407358267",0,0,499,7377.58,71.9,62,0,7346.41,30,36,68.41
"384173564",1,0,499,4309.38,68.94,60,160,4193.75,22,29,83.3
"409414551",0,0,356,2732,66.18,42,156,4016.67,15,15,65.5
"437998961",0,0,356,3347,73.8,58,132,3716.67,21,28,80.75
"396176969",0,0,569,9136.47,88.33,83,0,8376.67,65,65,97.33
"438585692",0,0,356,6637.5,97.44,67,156,6825,40,56,83.33
"396069058",0,0,0,15175.48,96.02,92,448,13683.33,67,85,93.35
"388995041",0,0,569,6148.88,88.26,81,0,5105.88,60,70,84.38
"384284531",1,0,536,NA,NA,NA,0,NA,NA,NA,NA
"407559165",0,0,688,6243.88,81.09,47,0,4115.5,31,38,59.07
"440153385",0,0,669,6052,81.15,71,0,5930,39,52,72.82
"392102109",0,0,356,12434.09,97.83,78,132,9727.27,67,75,90
"418353426",0,0,479,NA,NA,NA,0,NA,NA,NA,NA
"388871169",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"384207252",0,0,356,11873.15,93.94,95,0,10945.77,55,63,94.15
"444456780",0,0,356,16428.17,97.27,100,0,13525,60,71,100
"418187172",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"380732917",0,0,315,NA,NA,NA,0,NA,NA,NA,NA
"437958007",1,0,356,NA,NA,NA,144,NA,NA,NA,NA
"413691909",0,0,356,3800,95,0,180,3800,67,60,75
"407339147",0,0,499,7426.07,82.83,82,0,5020,40,46,95.91
"388797731",0,0,380,3722.83,73.2,62,45,3386.7,23,33,72.06
"409521086",0,0,0,7152.55,85.67,50,519,7609.09,60,71,66.25
"400728633",0,0,499,NA,NA,NA,0,NA,NA,NA,NA
"438500516",0,0,799,2175.17,71.78,50,0,2616.67,31,33,82.75
"391980525",1,0,639,5071.44,67.54,54,0,4617.31,35,43,80.08
"444563999",0,0,564,17670.33,71.43,57,0,18466.67,38,17,55.71
"392156669",0,0,0,6110.18,90.71,85,739,5417.65,63,65,91
"395938809",0,0,356,8747.75,94.61,90,156,8400,63,76,92.9
"384179667",1,0,514,4859.29,69,59,0,4932.14,35,38,77.18
"437800460",0,0,435,8658.83,91.67,100,0,9816.67,55,63,75
"380818433",1,0,529,8971.44,86.58,50,0,9138.89,36,31,84.38
"418233604",0,0,549,3300,84.14,40,0,4000,29,67,87
"396111249",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"440316903",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"413737552",0,0,635,NA,NA,NA,NA,NA,NA,NA,NA
"413635262",0,0,669,5251.92,64.14,47,0,3611.42,21,36,71.28
"380738712",0,0,356,4936.17,76.06,57,168,5571.43,29,41,69.93
"395946995",0,0,356,12972.05,91.57,80,144,11656.2,54,73,89.95
"388857878",0,0,356,13416.67,66.7,18,144,13000,19,20,38.55
"384043745",1,0,669,6948.85,87.79,73,0,6915.38,50,53,88.07
"400628766",0,0,514,3968.21,64.64,35,0,3093.75,16,17,55.46
"392178518",1,0,639,5771.64,88.6,92,0,4509.29,44,56,89.77
"437947230",0,0,356,9489.71,88.73,50,120,9450,55,70,80.75
"400729238",0,0,669,NA,NA,NA,0,NA,NA,NA,NA
"392165100",0,0,499,5202.54,90.43,58,190,5564.67,67,72,78.25
"380804344",0,0,356,9697.78,93.12,77,156,7838.89,56,71,83.54
"384154965",0,0,356,9686.11,96.5,86,132,8744.44,56,78,90.79
"396181184",1,0,479,4508.48,75.73,50,0,4240.95,20,36,74
"407407818",1,1,598,3603.33,60.6,19,0,2365.83,4,4,56.96
"437782618",0,0,356,5827.47,85,82,180,5703.33,48,67,77.5
"381908712",1,0,439,NA,NA,NA,0,NA,NA,NA,NA
"407461492",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"380852923",0,0,356,8672.25,80.74,65,132,10325,35,38,88.24
"409367138",0,0,356,12640,95.88,87,108,11020.56,73,81,91.35
"396125335",0,0,306,3814.29,80.6,44,168,3271.43,28,28,62.61
"392115273",1,0,356,3900,51.89,27,0,3900,8,9,44
"407482831",0,0,356,4379.45,71.1,50,132,3336.67,19,35,70.36
"400642088",0,0,356,3546.43,59.94,53,144,4132.14,25,31,66.05
"418374459",1,0,356,8200.42,93.43,76,132,7582.25,59,68,91.43
"438620196",0,0,669,4377.43,71.2,46,0,4069.36,21,27,75.42
"418465237",1,0,639,6515.44,92.9,67,0,6922.22,30,48,86.19
"413711057",0,0,576,5766.5,69.71,33,0,2750,44,38,33.33
"384301661",1,0,639,8909,77.13,100,0,5345.4,56,57,100
"418456001",0,0,460,12133.25,98.14,95,0,11021.2,83,96,87.5
"407403252",0,0,0,NA,NA,NA,778,NA,NA,NA,NA
"384120814",0,0,479,10163.4,100,100,0,13825,100,100,100
"440156391",0,0,589,8214.83,86.25,68,0,5676.11,33,57,84.53
"418464576",1,0,494,NA,NA,NA,245,NA,NA,NA,NA
"444567855",0,0,0,NA,NA,NA,564,NA,NA,NA,NA
"384183870",1,0,356,17538.89,95.42,91,224,14766.67,79,79,90.91
"438623405",1,0,669,6329.95,73.86,55,0,5493.29,27,43,79.35
"384050080",0,0,669,4149.47,63.16,52,0,4140,22,44,88.96
"388948143",0,0,356,5733.76,78.55,54,108,5823.81,29,68,81.77
"407373495",0,0,356,3418.42,69.12,62,144,2208.33,27,32,68.42
"380835395",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"444558992",0,0,0,8816.2,98.94,92,501,10046.67,82,94,95.69
"440265009",0,0,356,5874,88.29,69,144,5522.86,44,59,69.81
"388791285",0,0,419,11314.2,92.96,91,0,9364.33,62,83,87.91
"380731886",0,0,639,4097.23,83.3,66,0,3646.15,22,30,84.48
"384194043",0,0,356,8257.56,85.27,65,156,7106.28,38,55,84.23
"388877931",0,0,356,8909.5,98.6,75,132,8250,67,78,87.5
"440187022",1,0,669,8091.6,87.25,60,0,7620,54,62,53.7
"389001350",0,0,325,11978.42,90.48,73,NA,10279.63,58,72,92.58
"382004869",1,0,356,5960.5,67.38,33,144,5850,33,21,51
"440251327",0,0,514,10685.25,99,100,40,7168.75,62,68,92.86
"440113182",0,0,494,4006.94,70,55,0,4196.88,25,43,75.9
"384033082",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"409460999",1,0,356,8050.63,98.73,64,180,9443.75,45,64,89
"407547139",0,0,326,NA,NA,NA,0,NA,NA,NA,NA
"444536012",0,0,544,13931.31,96.05,100,0,12000,81,84,91.3
"384219885",0,0,654,14671.33,86.15,88,424,16800,54,69,75
"396169078",0,0,374,NA,NA,NA,160,NA,NA,NA,NA
"438431249",0,0,356,2201.77,81.48,57,304,1765.46,20,31,77.26
"409522164",0,0,639,NA,NA,NA,0,NA,NA,NA,NA
"437944616",0,0,356,NA,NA,NA,156,NA,NA,NA,NA
"391970491",0,0,0,783.33,78.94,36,419,733.33,29,35,40.18
"400737223",0,0,0,5605.13,80.88,44,419,5600,29,36,69
"381867550",1,0,0,8125.67,98.4,80,494,5066.67,70,83,100
"380935408",0,0,799,NA,NA,NA,0,NA,NA,NA,NA
"391891170",0,0,315,10635.75,60,29,0,7987.5,23,33,57.14
"400751270",0,0,669,1611.86,61.62,33,0,1635.71,19,12,61.27
"444476822",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"438687625",0,0,569,5357.55,91,80,0,4927.27,67,75,83.3
"384271445",0,0,379,3894.68,72,53,0,3738.81,25,39,65.72
"400715969",0,0,275,15847.31,98.28,97,0,14279.1,82,84,96.51
"384074472",1,0,544,7891,75.06,53,0,7921.43,17,32,57.47
"400573117",0,0,639,2693.75,59.96,43,0,2941.67,10,29,69.39
"384279468",0,0,444,NA,NA,NA,0,NA,NA,NA,NA
"380810168",0,0,356,6256.52,79.78,59,156,6009.67,36,49,83.59
"396015595",0,0,669,5316.16,75.08,44,30,6499.47,16,27,73
"396179071",0,0,550,6536.31,81.91,60,NA,5571.94,46,60,90.93
"388750337",0,0,356,4699,89.67,91,0,3910,43,62,98.45
"384159990",0,0,356,8469.67,92.5,73,144,7733.33,7,38,85.45
"392175693",0,0,405,10119.89,97.37,80,NA,8389.47,81,81,82.2
"437784728",0,0,326,6202.13,89.38,50,0,5183.22,53,54,83.17
"438048496",0,0,514,NA,NA,NA,0,NA,NA,NA,NA
"384110864",1,0,499,5348.29,69.75,59,0,4983.33,25,22,67.94
"440256236",0,0,0,6657.46,87.62,69,600,8241.67,34,47,77.27
"437931556",0,0,356,8342.44,89.1,81,132,6475,62,73,96.13
"438051137",1,0,639,4695.87,61.18,37,0,3490,17,20,55.54
"400535784",0,0,356,0,75,50,144,0,20,40,81.5
"380794531",0,0,190,10612,87.07,81,80,8818.18,65,76,71.88
"413577231",0,0,494,3312.5,80.33,75,0,3687.5,17,60,75
"396079607",0,0,356,3426.83,78.2,55,156,3036.11,25,21,79.61
"418459104",0,0,569,14561.8,96.7,92,0,13288.3,74,87,97.71
"396173102",0,0,639,6543.7,85.54,75,0,4420,50,58,75
"400690622",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"409306214",0,0,404,11701,96.36,82,156,10521.43,71,86,86.36
"388981706",1,0,326,8819.17,92.64,75,0,8541.67,29,64,87.5
"413717711",0,0,569,5909.94,77.22,42,160,6563.89,24,37,74.21
"388798551",0,0,356,11044.85,71.79,59,180,10450,39,52,73.55
"384301217",1,0,594,NA,NA,NA,0,NA,NA,NA,NA
"440345372",0,0,0,8767.19,95.7,81,499,7392.31,56,88,92.19
"400504844",0,0,514,6467.17,75,27,0,7557.17,17,33,50.36
"413543781",0,0,356,7858.33,84.6,58,144,6633.33,63,69,71.92
"392127504",0,0,669,2995.4,87.62,83,0,1947.27,46,62,91.67
"437978870",0,0,569,NA,NA,NA,0,NA,NA,NA,NA
"391920233",1,0,639,NA,NA,NA,0,NA,NA,NA,NA
"400745595",0,0,569,6044.86,85.2,20,0,5714.29,40,60,71.4
"444534314",1,0,0,4257.67,75.55,33,624,3583.33,17,36,61.44
"437979716",0,0,356,3247.5,68.04,54,132,3583.33,31,41,73.81
"438589448",0,0,499,8283.67,89,89,160,8090.48,63,67,90.78
"384301647",1,0,594,NA,NA,NA,30,NA,NA,NA,NA
"444469286",0,0,444,3325,65.73,40,155,2468.75,8,23,67
"407549678",1,0,639,10031.25,93.1,78,0,9962.5,70,70,86.11
"444548147",0,0,0,8077.98,95.4,92,580,7388.7,78,85,89.42
"380912704",0,0,639,9816.36,79.72,70,0,10875,54,52,84.13
"444545573",0,0,0,NA,NA,NA,549,NA,NA,NA,NA
"384265715",0,0,326,3551.6,91.71,67,0,2284.8,35,50,91.67
"444576709",0,0,688,5808.93,75.63,60,0,4683.33,37,33,60.45
"438036640",0,0,639,10561.17,96.88,100,0,12550,75,71,100
"438558502",0,0,669,2862.86,71.35,75,0,2678.64,38,40,81.5
"388964655",0,0,479,2546.83,58.95,56,0,943.33,14,25,81.88
"440152769",0,0,356,6668.27,67.84,53,144,6781.82,27,38,68.74
"440238901",0,0,569,2029.4,75.45,33,0,1220,8,40,82.44
"388929968",0,0,356,NA,NA,NA,224,NA,NA,NA,NA
"437924585",0,0,0,5579.91,73.67,59,460,6371.74,26,50,69.86
"384223524",0,0,356,8294.67,79.69,53,132,7187.5,35,37,77.06
"413758286",1,0,0,8090.78,80.91,80,475,8766.67,45,45,82
"384060266",0,0,569,10994.25,96.05,90,0,10954.25,82,100,92
"396112460",0,0,569,6081.64,76.75,45,0,6213.64,27,43,68.18
"395979899",0,0,669,5762.56,63.2,76,0,5894.44,29,40,79.59
"384154369",0,0,445,11351.41,96.58,88,170,10789.74,86,87,85.88
"400649368",0,0,306,8002.64,93.58,88,144,9713.64,50,83,85
"384264252",0,0,356,NA,NA,NA,156,NA,NA,NA,NA
"444343704",0,0,0,8912.14,79.82,50,564,12738.57,42,45,81.88
"413681197",0,0,356,13931.82,87.92,70,340,12000,54,67,82
"380926529",0,0,444,3772.06,70.36,54,0,4344.12,13,29,81.33
"418346196",0,0,306,NA,NA,NA,120,NA,NA,NA,NA
"444560257",0,0,639,9496.82,95.31,82,0,8001.36,63,73,86.73
"380853782",0,0,356,2505.43,58.07,20,132,2512.5,6,24,57.6
"413532379",0,0,356,16240.75,94.5,100,168,15256.25,88,100,100
"440321657",0,0,356,NA,NA,NA,168,NA,NA,NA,NA
"382109600",0,0,495,10393.82,85.29,73,NA,7000.09,56,69,88.45
"384224714",0,0,356,2946.36,70.7,23,156,2841.36,25,30,72.59
"438011513",0,0,0,6221.53,86.65,40,564,5700,33,48,72.24
"400740091",0,0,564,8390.4,100,100,0,12480,83,83,100
"418355042",0,0,356,4046.6,61.63,50,144,4066.67,0,11,63
"438482298",0,0,0,5607.33,81.63,75,459,4527.78,28,32,77.75
"413642968",0,0,356,508.25,40.78,42,0,475,19,17,55.75
"413745441",0,0,495,11821.13,99.19,100,NA,10006.67,86,89,100
"407455813",0,0,677,6750,76.56,44,0,6733.33,22,12,69.31
"440078708",0,0,749,12168.61,96.75,87,0,12646.46,78,83,92.52
"388893974",0,0,356,5204.58,84.94,73,144,5537.5,50,53,68.18
"413609898",0,0,499,5362.75,65.07,62,0,5078,35,38,72.46
"384184271",0,0,356,NA,NA,NA,132,NA,NA,NA,NA
"396161426",0,0,569,5104.83,65.13,38,0,5133.33,13,13,83.38
"384287021",0,0,0,4128.75,65,71,564,4257.5,27,38,71.43
"438484895",0,0,385,8205.29,84.68,72,160,7541.94,51,60,79.84
"438654222",0,0,514,7265,71.86,57,0,8830,29,29,76.86
"396179591",1,0,639,5278.63,68.23,58,0,5562.5,36,43,79.92
"396100493",0,0,356,NA,NA,NA,280,NA,NA,NA,NA
"437952238",0,0,499,7604.08,64.63,55,0,7416.67,30,40,73.36
"381986296",0,0,507,NA,NA,NA,0,NA,NA,NA,NA
"407442900",0,0,799,7141.49,87.3,61,0,7478.57,52,53,72.54
"440252925",0,0,356,9831.8,98.6,86,144,7345,80,90,96.43
"418464963",1,0,0,16431.27,94.56,75,493,14885.77,67,77,89.25
"437957689",0,0,356,NA,NA,NA,120,NA,NA,NA,NA
"392171501",0,0,374,8393.82,86.17,80,0,6880.13,49,69,86.27
"381972203",0,0,356,9600.43,94.71,100,144,7742.86,43,71,100
"440086101",0,0,0,3753.83,87.33,45,476,4533.33,25,58,75.91
"440077815",0,0,639,3105,73.42,45,0,2350,21,24,65.73
"388903622",0,0,356,NA,NA,NA,144,NA,NA,NA,NA
"392170674",0,0,319,5931.39,78.88,54,0,5954.84,28,50,79.21
"396105704",0,0,356,2486.78,71,17,144,2748.89,14,16,52.61
"418284466",0,0,356,8546.04,85.94,73,144,8050,38,47,84.98
"418457917",0,0,0,6724.43,78.22,75,444,5400,36,55,96.5
"396051846",0,0,499,4620.4,86.24,64,115,4083.47,39,61,76.71
"438489105",0,0,356,8873.68,89.94,81,0,8257.3,43,53,94.44
"409487444",0,0,348,NA,NA,NA,0,NA,NA,NA,NA
"438657129",0,0,598,1410,40.88,13,0,2500,0,0,31.88
"413746889",0,0,499,15815,100,83,0,10525,89,88,77.83
"413655980",1,0,356,5944.33,72.93,50,132,4666.67,28,29,68.7
